geneid,moDC-2811_S3_001,moDC-3941_S6_001,moDC-4540_S9_001,moDC-4771_S12_001,mono-2811_S2_001,mono-3941_S5_001,mono-4540_S8_001,mono-4771_S11_001,tolDC-2811_S4_001,tolDC-3941_S7_001,tolDC-4540_S10_001,tolDC-4771_S13_001
OSTN,0,0,0,0,0,0,0,0,0,0,0,0
UTS2B,0,0,0,0,0,0,0,0,0.0334,0.0347,0,0
CCDC50,2.9403,3.914,3.3358,3.5183,3.6639,4.335,4.5093,4.9597,3.6322,3.1789,2.8331,2.9699
PYDC2,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA_17,0,0,0,0,0,0,0,0,0,0,0,0
FGF12,0.0385,0.0304,0.0511,0.0936,0,0,0,0,0.0149,0,0.008,0.0213
U1_4,0,0,0,0,0,0,0,0,0,0,0,0
MB21D2,2.3266,2.1995,2.1055,4.5482,0.5645,1.3579,0.6892,1.1006,1.7453,0.6461,1.3453,2.9131
HRASLS,0,0,0,0,0.3576,0.1195,0.6894,0.2682,0,0,0,0
MGC2889,0,0.075,0,0,0,0.0579,0,0.065,0.0734,0.0381,0,0
ATP13A5,0,0,0,0,0,0,0,0,0,0,0,0
ATP13A4,0,0,0,0.0338,0.1785,0.0397,0.1147,0.2123,0,0,0,0
OPA1,17.7801,17.1986,17.0847,14.7346,12.753,10.0041,12.903,12.2651,19.5041,19.5871,20.063,17.0405
OPA1-AS1,0.1381,0,0.1834,0.2878,0,0,0.7299,0,0,0,0,0.2299
AK091265,0,0,0,0,0,0,0.0789,0.184,0,0,0,0
LOC647323,0,0,0,0,0,0,0,0,0,0.0518,0,0
DPPA2P3,0,0,0,0,0,0.1109,0,0,0,0,0,0
BC038368,0,0,0,0.0542,0.0713,0,0,0,0.0302,0,0,0
HES1,0,0.381,0.3874,0.6689,1.0356,5.9262,7.0352,4.6215,0.0551,0.1145,0.194,0.8236
LINC00887,0.2018,0.1438,0,0.1682,0.1169,0.2228,0.2277,0.1767,0.0952,0.1252,0.1443,0
CPN2,0,0,0,0,0,0,0,0,0.0266,0,0.0301,0
LRRC15,0,0,0,0.0827,0.0646,0,0,0,0,0.0142,0,0.0661
GP5,0.0794,0,0,0.0858,0.5646,1.018,0.3497,0.1632,0.0691,0.1491,0.0293,0.033
ATP13A3,57.565,55.785,45.7102,69.5504,96.5958,16.3412,16.2608,16.8154,48.7891,56.2976,46.6516,48.0094
LINC00884,0.6911,1.4514,1.1297,1.2187,1.749,0.7791,0.562,0.8744,0.2469,0.5133,1.397,1.2389
AX746839,0.0468,0.1111,0.1243,0.0975,0.3208,0.0858,0.0412,0.0481,0.0272,0.1695,0.0166,0.1169
U6_35,0,0,0,0,0,0,0,0,0,0,0,0
TMEM44-AS1,0.2581,0.2301,0.5047,0.8082,0,0.2657,0.4269,0.2989,0.1261,0.7019,0.2409,0.4033
TMEM44,0.6997,0.7402,0.766,1.8954,0,0,0.3747,0.1495,0.7269,1.0524,0.5882,0.771
LSG1,7.5108,8.1318,7.1911,7.361,4.3631,5.0842,6.1549,6.7433,6.1976,7.6829,6.4922,4.6518
FAM43A,0.9038,1.0204,2.2248,2.0212,4.1698,2.6652,3.9613,2.9004,0.3328,0.4257,1.2055,2.018
LOC100507391,0.019,0,0,0,0,0,0.0335,0.0391,0.0221,0,0,0
XXYLT1,2.6242,4.7176,5.2784,3.5042,1.7122,5.4486,4.5889,5.1263,6.8839,9.9091,8.794,5.7122
MI0014160,0,0,0,0,0,0,0,0,0,0,0,0
XXYLT1-AS2,0,0.0985,0,0,0.2276,0,0.1463,0.1707,0.2892,0,0.1769,0.1382
ACAP2,28.5373,28.8859,26.8224,38.5824,25.0808,33.8211,38.6781,39.0295,23.5926,26.9452,24.7601,26.3705
PPP1R2,27.506,29.0007,29.7442,34.2848,34.4797,36.3512,42.3872,61.1912,29.0447,24.52,31.8598,32.6628
U6atac_6,0,0,0,0,0,0,0,0,0,0,0,0
APOD,1.2883,0.2185,4.2367,8.3102,0,0,0,0,1.2823,0.4443,2.5271,3.1656
BC044310,0,0.0987,0.1104,0,0,0.1523,0,0,0,0,0,0
BC053580,0.1855,0,0,0,0,0,0,0,0,0.2239,0,0
SDHAP2,10.281,10.6704,4.3953,9.8228,9.2397,7.8292,3.1056,6.7764,12.3241,13.2589,5.7617,9.3002
MI0003577,0,0,0,0,0,0,0,0,0,0,0,0
BC144457,2.804,1.162,0.8214,2.0643,0,0.1587,4.2796E-41,9.4692E-09,3.8134,4.6309,2.0173,1.4961
AK128346,1.3269,1.7841,0.3258,1.0489,1.1131,0.3724,0.8047,0.3652,1.3771,1.2147,0.5052,0
MUC20,0.4908,0.4743,0.1769,1.2526,0.0614,0.246,0.1895,0.0821,0.7377,1.181,0.2743,0.5287
KIAA1359,0.9812,0.6073,0.3817,0.2082,0,0,0,0.2061,1.2158,0.088,0.4724,0.0546
MUC4,0.0667,0.0792,0,0,0.0731,0,0.0939,0,0.0697,0.3218,0.0189,0
TNK2,3.3208,3.0624,4.009,5.7557,20.7346,19.1821,15.5951,14.1437,3.8535,3.1192,4.1862,6.7439
MI0022674,0,0,0,0,0,0,0,0,0,0,0,0
AK127609,0.3014,0.157,0.3227,0.4825,3.1783,2.2047,1.2998,1.3298,0.3073,0.2034,0.2626,0.4469
SDHAP1,14.7731,9.4626,8.2205,8.91,9.3012,5.5017,5.2085,4.5505,16.6336,14.6953,9.8715,5.2842
TFRC,533.0515,539.8886,378.6621,531.9083,132.6734,31.1906,52.6922,21.1391,335.8835,409.2449,307.7438,161.3799
LINC00885,0.4551,0.7171,0.554,0.4693,0.104,0,0.2004,0,0.1308,0.6866,0.1879,0.3787
ZDHHC19,0.0519,0.6476,0.2066,0.3242,0.1024,0,0,0.1066,0,0.5006,0,0.0863
SLC51A,0.4323,0.2316,0.4998,0.1355,1.5458,0.1358,0,0.2704,0.8058,0.4542,0.3125,0.4075
AF088041,18.8854,25.2472,19.3429,16.3781,4.2878,5.6587,7.9222,5.8683,15.7097,22.2503,14.829,12.3982
PCYT1A,24.736,31.6174,29.4644,23.0585,15.515,10.1801,11.7798,9.804,18.6858,23.2361,19.6417,12.087
TCTEX1D2,0.1021,0.4847,1.3559,0.8511,1.1196,0.3741,0.8994,2.9387,0.5928,0.1232,0.9427,0.6798
TM4SF19-TCTEX1D2,4.5373,8.1915,6.5821,9.2603,0.9421,0.2361,0.2292,0.1766,1.6829,12.7387,2.9031,1.4163
AK124973,0.1518,0.181,0.302,1.7427,0.1039,0.0694,0.0668,0.0779,0.3081,1.2849,0.189,0.5678
TM4SF19,24.2,56.5427,45.6024,44.1818,0,0,3.1138,0.1453,10.2232,44.9065,15.1814,17.506
UBXN7,5.2541,5.0989,4.0976,5.6194,11.767,6.668,8.016,9.5211,5.5479,5.8611,5.4366,7.1722
AX747828,0.2762,0.2869,0.0917,0.2878,3.1235,0.6957,0.6691,0.7808,0.1604,0.1667,0.1226,0.1724
RNF168,5.5522,4.4807,6.9774,6.38,5.4823,6.9668,6.7689,8.4012,5.2723,5.2293,7.671,7.687
C3orf43,0,0.0455,0,0,0,0.0702,0,0,0,0,0,0
WDR53,1.2797,1.8332,1.6995,2.8508,1.2098,0.5659,1.2439,1.5423,1.281,1.8108,1.5984,2.4239
FBXO45,4.4862,5.1814,5.2032,4.5863,0.2984,0.7089,1.1718,1.5662,3.6508,3.9696,4.0794,3.5626
LRRC33,17.4719,19.4693,17.5241,11.8437,20.8263,15.9265,11.2028,15.56,7.9063,12.5979,12.7685,7.5866
CEP19,0.9628,1.1809,2.1738,1.8059,0.176,0.588,0.5655,0.3959,0.7454,1.3557,1.5956,0.9616
PIGX,11.8803,12.2387,13.424,9.3175,1.2599,4.2504,4.7267,4.266,7.1093,7.8693,7.2492,4.579
PAK2,20.0212,24.7834,22.5406,16.7555,13.4982,20.2115,19.5377,19.0842,16.2065,20.6071,18.0694,16.5033
SENP5,10.1681,10.8985,9.795,12.3946,9.2601,7.8435,8.9203,10.005,10.0029,10.2453,9.7714,7.5112
NCBP2,36.8148,43.2493,36.511,37.4456,7.4563,12.0587,18.4599,16.0192,40.7845,45.0772,47.2465,45.5246
NCBP2-AS2,4.2362,5.324,7.8101,7.5818,2.0495,7.2128,9.4832,14.4474,7.7549,5.594,9.1322,8.6274
PIGZ,0.385,0.6398,0.7499,0.5884,0.2815,0.5172,0.3165,0.2638,0.4173,0.8364,0.3099,0.3845
MFI2,0.5771,2.1656,1.1636,1.9503,3.7242,0.0962,0.9767,0.2509,4.9992,10.262,5.4079,4.2327
MFI2-AS1,0.1458,0.2596,0.2904,0,0.5996,0.5342,0.2569,0.1499,0,0.176,0.1553,0.2427
DLG1,6.2898,6.3047,5.7933,6.0619,6.1193,8.6781,8.3696,7.8602,6.818,6.9499,6.225,7.388
MI0017444,0,0,0,0,0,0,0,0,0,0,0,0
DLG1-AS1,0.0407,0.0483,0,0,0.1117,0.0746,0,0,0.0473,0,0.0579,0.2034
BDH1,5.4741,3.3362,4.3028,1.1067,0.112,0.1526,0.8637,0.6833,8.0838,6.1712,6.6841,2.8405
LOC220729,5.4973,6.6269,6.7221,7.8834,2.7213,2.9284,4.1342,2.5084,6.1865,8.6303,8.2586,5.6389
BC040733,0.1307,0.0776,0.0868,0,0.1791,0,0,0,0.0759,0.3943,0.0464,0
KIAA0226,3.4264,3.0589,3.9626,3.8426,9.9909,7.622,5.6117,4.6054,2.4331,2.8665,2.3168,2.9532
MI0005714,0,0,0,0,0,0,0,0,0,0,0,0
FYTTD1,22.7171,24.3116,22.5366,29.6157,22.7523,19.8337,19.77,23.7171,25.0535,28.7274,25.8653,22.5846
LRCH3,5.0001,5.0063,4.3447,5.8761,5.8882,5.8664,5.2586,4.2992,5.4968,4.6759,4.9226,3.5214
IQCG,6.4099,5.8921,7.7962,6.6468,0.8979,2.2719,3.6634,2.7404,4.336,7.1585,4.3547,3.2629
RPL35A,775.9009,558.066,577.9943,774.5384,856.0464,1210.8092,1406.8727,1578.9832,1188.984,706.098,979.6615,1183.6576
LMLN,1.1352,1.8741,1.2226,1.1511,0.1373,0.3195,0.2902,0.1594,0.7706,1.8879,0.8878,0.9339
DQ586768_3,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18DP,0.0262,0.0311,0,0.0547,0,0.2403,0.0925,0,0.0914,0.095,0.0373,0.131
FAM157A,0.3122,0,8.7816E-16,0.2645,5.9361,1.6337,1.0678,1.8235,0.0628,0.2679,0.1938,0
AL137655,0,0.0448,0,0.2157,0.8854,2.3622,0,1.0447,0.319,9.4592E-20,0,0
DQ574670,0,0,0,0,0,0,0,0,0,0,0,0
DQ597235_3,0,0,0,0,0,0,0,0,0,0,0,0
DQ599768_3,0,0,0,0,0,0,0,0,0,0,0,0
DQ572955,0,0,0,0,0,0,0,0,0,0,0,0
DQ577349,0,0,0,0,0,0,0,0,0,0,0,0
DQ575955_2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF718,1.9727,1.6517,3.3102,2.322,0.1328,0.6684,1.4827,0.4482,2.2888,2.0756,2.4463,0.9676
ZNF595,0.5479,0.8555,1.3835,2.0778,0.4136,0.0448,0.2933,1.6818,0.6519,0.8007,1.0854,2.9637
ZNF876P,0.0266,0,0.0353,0.0554,0,0.0974,0,0,0.0618,0.1284,0.0567,0.0885
ZNF732,0,0,0,0.0663,0,0,0,0,0,0,0,0
ZNF141,4.9035,3.0183,7.1922,6.4176,1.7362,1.7052,1.6373,1.5642,5.3056,6.0389,5.3532,4.9304
MI0003578,0,0,0,0,0,0,0,0,0,0,0,0
ABCA11P,0.3289,0.9643,0.5407,0.3759,0.0008,0.363,0.3299,0,0.5459,1.2811,0.4632,0.5546
ZNF721,3.3852,3.4195,3.4875,4.6302,2.7405,1.4615,2.7543,2.3925,2.911,3.8525,3.3141,5.4084
PIGG,7.7877,9.4076,8.8357,8.7918,4.1285,4.3473,5.6938,5.256,6.799,11.096,7.6132,4.8708
PDE6B,0.6769,1.5597,1.5864,1.9086,0.655,1.0212,1.7539,1.3098,0.786,1.4791,0.5373,1.4581
BC020343,0,0,0,0,0,0,0,0,0,0,0,0
ATP5I,353.4842,376.8661,422.4405,239.4314,114.2244,235.7138,228.8361,282.196,375.6136,325.0133,365.7507,357.251
MYL5,2.8532,3.2003,4.0158,5.0664,4.3241,2.1771,3.1704,2.0686,3.0911,2.6389,2.8204,2.3108
MFSD7,19.2935,21.2927,19.7856,12.4374,2.9405,4.7813,4.4212,4.0901,14.0801,17.9013,13.3892,10.5106
PCGF3,7.8649,7.6415,7.8646,8.7849,24.6688,12.9445,20.3311,18.3502,7.9202,7.0806,9.3226,9.2573
DKFZp547K2416,0.8758,0.0121,2.0318,3.0747,1.1087,1.0299E-18,4.2947,3.0151,0.1678,0.2956,1.4169,2.0623
LOC100129917,1.2696,1.6415,2.0177,2.6344,17.7761,4.0341,4.8138,4.5273,1.6712,2.3759,1.4059,2.5115
CPLX1,0,0,0,0,0.183,0.0611,0,0,0,0,0,0
GAK,14.0249,18.065,15.0842,13.6596,18.2566,17.0052,17.5715,14.7778,14.2424,17.4353,17.2045,16.1795
TMEM175,4.8942,4.3053,4.3084,6.4513,8.4884,11.5493,9.1057,7.6863,3.3868,4.2306,3.2073,5.0073
DGKQ,3.0758,5.3522,3.4899,5.2274,1.7602,3.4465,2.6832,4.5125,1.6124,3.0815,2.3436,3.5822
SLC26A1,0.4226,0.5126,0.4148,0.4613,0.6069,0.3318,0.4964,0.4137,0.4401,0.5965,0.3925,0.2961
IDUA,1.3301,1.3907,1.5117,2.0487,3.995,2.9874,2.4542,2.5428,1.1022,1.5249,1.3937,1.8955
FGFRL1,1.5217,3.2404,1.7241,3.0312,6.5643,3.4435,1.4982,0.6901,0.6261,1.4584,0.89,2.198
AK124578,0,0.0163,0,0,0,0.0502,0.0724,0,0,0.0165,0,0
RNF212,0,0,0,0.0644,0,0.1133,0.0523,0,0,0,0,0
TMED11P,0,0,0,0.271,0,0,0,0,0,0,0,0
AX747945,0.032,0.076,0,0.0667,0.6145,0.0587,0,0,0.0744,0.1546,0.1365,0.1066
SPON2,3.6104,4.3344,2.5219,1.5071,0.6364,0.2827,1.0369,0.3157,0.6338,3.4219,1.0785,0.3786
LOC100130872,0.1618,0.033,0.0555,0.116,0.1145,0.153,0.0245,0.0572,0.1616,0.0672,0.0692,0.1853
AX747178,0.0956,0,5.4738E-14,0,0.3317,0.0739,0,0.2487,0,0,0.0286,0
HV535469,0,4.5244E-41,0,0,0,0,0,0,0,0,0,0
CTBP1,30.9954,30.1038,32.4807,29.671,20.3197,30.2611,33.951,28.7141,28.4485,31.072,31.3505,25.5836
HV535487,0.319,0.2696,0.3543,0.4648,2.4319,1.0251,0.7395,0.7633,0.4217,0.506,0.2981,0.4073
CTBP1-AS1,0.7702,1.096,0.5069,0.6924,0.3842,1.0357,1.061,0.7854,0.7024,1.6666,0.4971,1.0083
C4orf42,0.3687,0.2416,0.4023,0.8488,0.2154,0.2855,0.6991,0.6746,0.4279,0.4201,0.5695,0.2718
MAEA,13.9887,16.35,16.6455,14.3633,18.789,11.6278,10.0049,8.7586,13.1725,15.8033,16.4861,12.8351
UVSSA,1.0838,1.5029,1.4012,2.4628,6.9649,4.4174,3.8594,3.8191,1.415,1.7397,1.7942,3.463
CRIPAK,0.2184,0.4074,0.1865,0.5203,2.2244,0.9147,0.6323,0.5133,0.2355,0.3766,0.3546,0.5973
AX748388,0.1273,0.1133,0.1268,0.1989,0,0.6994,0.1121,0.2616,0.1478,0.1536,0.0678,0.1589
FAM53A,0.1382,0.0881,0.1314,0.1424,0.2827,0.3172,0.1817,0.0508,0.0287,0.2089,0.1657,0.0823
SLBP,25.6544,27.3422,24.729,29.2968,16.8269,19.5773,24.8071,28.1574,24.1074,23.6647,21.1096,26.4703
TMEM129,12.2723,13.8129,15.9476,11.888,2.3979,5.0137,7.9898,5.429,12.6132,14.4295,14.8233,12.1146
TACC3,4.7263,5.3658,4.2217,3.6665,9.1214,15.2788,16.9889,12.9372,4.5482,3.0463,3.755,5.5502
FGFR3,0,0,0.0233,0.0366,0,0.0321,0.0309,0,0.0204,0,0.0125,0.0539
LETM1,5.9828,6.7831,7.3113,4.9872,1.777,3.8729,5.4861,3.8695,7.0133,7.3801,8.6823,5.618
WHSC1,5.8098,4.9109,4.408,6.8205,4.9735,4.0044,3.6491,4.0622,5.0635,4.6306,4.7286,6.1015
SCARNA22,0,0,0,0,0,0,0,0,0,0,0,0
NELFA,2.9152,3.2121,2.5832,2.8698,3.86,5.6059,5.9852,4.6744,2.6233,3.0172,2.7965,4.8101
MI0005768,0,0,0,0,0,0,0,0,0,0,0,0
C4orf48,14.4812,13.9648,23.6015,14.9477,3.9504,9.9075,8.7445,8.2291,12.4147,15.4139,6.7844,10.877
NAT8L,0.4369,0.8269,0.5175,0.2707,0.0324,0.0433,0.0208,0,0.1508,0.5986,0.1593,0.0983
POLN,0.6993,0.7824,0.5923,0.7944,0.1732,0.2608,0.3895,0.1081,0.4661,0.9681,0.6894,0.6541
HAUS3,5.0479,4.2213,5.1809,4.9942,3.7751,3.6819,5.0157,5.5111,6.844,5.8203,6.3432,6.5736
AK026392,0,0,0,0,0,0,0,0,0,0,0,0
MXD4,6.0269,8.2697,6.0272,8.3473,5.5914,10.2427,10.3915,11.6727,10.7747,10.6546,12.7225,9.909
MI0017448,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE28,2.4868,3.2276,3.219,6.0095,0.4315,0.65,0.962,0.9106,2.082,3.7827,2.8908,4.8742
LOC402160,0,0.0832,0,0,0,0.1885,0.0577,0.0674,0.0381,0.0846,0,0
RNF4,14.0984,17.6649,17.549,15.3203,6.1628,7.8818,10.3392,11.0042,15.9188,17.6604,17.9065,14.5446
FAM193A,2.4172,2.5839,2.494,3.2749,6.2332,5.5569,4.7501,3.534,2.7185,2.98,2.563,3.1339
TNIP2,10.5548,9.2479,9.4232,10.1729,4.9103,9.7055,7.887,6.1372,8.155,8.5987,7.1462,7.5879
SH3BP2,8.2188,5.3421,5.8019,11.2117,107.5563,52.0557,41.7757,32.3607,11.6288,8.9134,8.3608,12.1058
ADD1,20.3944,23.3193,22.5512,20.5264,16.8681,25.7391,26.0695,21.9373,15.3034,20.4261,16.1417,14.9547
MFSD10,15.7408,20.1301,18.8095,13.3698,10.6895,11.9562,17.3346,12.6846,14.6858,15.9185,17.4986,16.7893
NOP14-AS1,1.0768,1.8057,1.167,1.7149,2.4196,2.7021,3.1134,3.0669,0.9453,1.9838,1.2101,1.5403
AB000466,0.4589,0.6494,0.7761,0.1948,0.5557,0.434,0.0217,0,0.4376,0.1619,0.3665,0.002
NOP14,15.1166,14.2121,16.4694,15.5139,7.0872,10.3318,12.2294,10.6556,12.5139,18.0636,16.4612,12.5069
GRK4,1.4667,1.5515,1.1761,1.7031,0.1797,0.2402,0.6376,0.2654,1.7162,1.7063,1.0485,1.6378
HTT-AS1,0,0,0,0,0,0,0.3301,0,0,0,0,0
HTT,7.3106,9.1903,7.4747,6.4542,15.5573,4.2317,4.9491,4.2943,8.5967,10.9157,10.8118,9.6595
CS644968,0,0,0,0,0,0,0,0,0,0,0,0
MSANTD1,0.2076,0.0985,0.1103,0.4325,0.1138,0.3042,0,0.5121,0.0964,0.0501,0.1179,0.1382
RGS12,16.8671,13.915,17.8329,18.3862,9.6394,5.1441,5.1654,2.3534,12.1043,18.8825,15.2279,9.0216
HGFAC,0,0,0,0,0,0,0,0,0,0,0,0
DOK7,0.0416,0.0987,0.0407,0.26,0.3788,0.2646,0.401,0.063,0.0483,0,0.0886,0.051
LRPAP1,22.3647,19.4389,21.4351,28.6306,9.5607,8.498,10.2131,9.4153,18.2914,18.1139,17.9681,17.2276
LINC00955,0.0279,0,0,0.0582,0,0.0511,0,0,0,0,0,0
LOC100133461,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2C,0,0,0,0,0,0,0,0,0,0,0,0.0589
DQ584669_2,0,0,0,0,0,0,0,0,0,0,0,0
FAM86EP,0.026,0.0308,0.0345,0.1624,0.1114,0.0744,0.0915,0,0.0603,0.1471,0.0738,0.1014
BC042823,0,0,0,0,0,0,0,0,0,0.0686,0,0
OTOP1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM128,15.0344,15.7895,16.6524,20.1054,2.0544,4.9629,8.2328,4.4925,13.4157,15.051,14.748,17.4291
LYAR,8.1999,9.6221,8.3377,10.6313,8.4848,12.6743,9.8148,8.0459,14.0157,10.796,11.217,19.1931
ZBTB49,0.9974,1.281,1.0465,1.2763,0.8872,1.6094,1.5581,1.6667,1.6238,1.2585,0.9034,0.8584
NSG1,0.0695,0.055,0.0615,0.1448,0.7618,0.1697,0.1632,0.1428,0.1613,0.2236,0.148,0.0507
STX18,17.741,15.1448,16.3049,17.6819,11.5427,9.5382,9.06,7.2684,22.467,21.8772,20.6804,17.7607
LOC100507266,0.1119,0.166,0.2972,0.4664,0.2301,0.1025,0.1479,0.115,0.3249,0.6753,0.3179,0.1863
AK056081,0.0296,0,0.0393,0.2469,0,0,0,0.0609,0.0688,0.143,0.1683,0.0493
MSX1,0,0,0,0,0,0,0,0,0,0.0432,0,0.0596
7SK_23,0,0,0,0,0,0,0,0,0,0,0,0
CYTL1,16.43,34.9713,12.7052,10.2573,0.1901,0.635,2.0764,0.5701,10.0626,24.5149,6.9422,3.8079
STK32B,0.0215,0,0.1142,0.0896,0.6485,0.6697,0.3788,0.3537,0.0749,0.0779,0.0764,0.1074
C4orf6,0,0,0,0,0,0,0,0,0,0.2879,0,0
EVC2,0.0472,0.6157,0.167,0.1638,0.1156,0.2016,0.0831,0.0646,0.0664,0.4743,0.2031,0.157
EVC,0.4959,2.3533,2.6488,2.4123,0.0269,0.2173,0.133,0,0.228,1.3031,1.7043,0.8033
CRMP1,0,0.298,0.2728,0.2854,0,0,0.0402,0.0469,0.0248,0.3096,0.2108,0.076
FLJ46481,0,0,0,0,0.0365,0,0,0,0.0155,0.0161,0,0
MI0016749,0,0,0,0,0,0,0,0,0,0,0,0
JAKMIP1,0.0875,0,0,0.0768,0,0,0,0.1515,0.1086,0,0,0
LOC285484,0,0,0,0,0,0,0,0,0,0,0,0
WFS1,3.2188,10.671,5.7168,5.398,0.209,0.3489,1.3086,0.1175,3.9592,15.977,6.8854,7.6718
PPP2R2C,0,0.0201,0.0225,0,0,0,0,0,0.0327,0.1292,0,0
MAN2B2,9.218,14.126,10.5857,11.9461,4.3383,11.0079,12.1166,7.812,6.9507,12.3679,11.1334,7.9802
MRFAP1,55.058,66.3787,62.4995,60.9073,29.6665,44.5971,50.9525,40.517,59.1704,64.9209,66.3494,67.5236
LOC93622,2.6254,3.6641,4.0437,3.7186,1.645,2.7693,3.8613,3.2214,2.519,4.6407,3.8404,3.3604
S100P,0.1359,2.4202,4.3326,7.3651,2.236,1.4941,16.5249,13.6938,0,0.1641,0.8689,2.0363
MRFAP1L1,28.6711,32.0142,28.0657,33.5067,2.6281,4.2306,8.6749,5.9125,28.8912,33.8146,29.8633,27.778
BLOC1S4,4.8429,7.3982,7.5035,5.8872,1.2294,2.5466,3.7922,4.5174,4.5301,6.9273,6.7835,5.2993
KIAA0232,8.6216,11.7678,9.0339,11.6349,9.2181,6.5681,7.3815,7.4629,7.7673,10.242,7.7561,8.6844
TBC1D14,18.8993,22.229,25.355,23.3435,5.4235,9.7345,14.1308,13.5513,15.2978,15.6921,18.4067,14.7763
AX747238,0.0648,0.0769,0,0.3377,0.7997,0.2375,0.2284,0.1999,0.1505,0.1956,0.1381,0.1618
LOC100129931,0.1147,0.1446,0.0562,0.2482,0.4938,0.5025,0.3879,0.1597,0.0841,0.0506,0.2306,0.1821
CCDC96,0.3542,0.6115,0.4276,0.3355,0.8828,0.7078,0.7942,0.5296,0.2243,0.4275,0.2973,0.0536
TADA2B,5.2305,4.9765,5.896,7.0196,8.1262,6.4351,8.1193,10.5756,5.0153,5.3947,6.2313,5.9603
GRPEL1,18.3088,22.7998,24.184,16.4253,23.3788,25.3412,31.0947,39.7711,23.1801,19.5828,27.8735,29.7127
FLJ36777,0.0648,0,0.043,0.2025,0.0888,0,0,0,0.0376,0.1173,0.023,0.1618
SORCS2,0,0.0144,0,0.0253,0,0.0445,0.0428,0.1247,0.0141,0,0,0
MI0017445,0,0,0,0,0,0,0,0,0,0,0,0
TRNA_Pseudo_24,0,0,0,0,0,0,0,0,0,0,0,0
PSAPL1,0,0,0,0,0,0,0,0,0.0172,0.0358,0,0
MI0015884,0,0,0,0,0,0,0,0,0,0,0,0
DQ572409,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1-AS1,0,0,0.0136,0.0851,0.0559,0.0748,0.0539,0,0.0118,0.0123,0.0145,0.017
AFAP1,0.0092,0.0109,0.1714,0.0192,0.4045,0.9967,1.229,0.2275,0.0321,0,0.207,0.0153
ABLIM2,0,0,0,0.1297,0.1492,0,0.0474,0,0,0,0.0637,0
MI0000097,0,0,0,0,0,0,0,0,0,0,0,0
SH3TC1,12.0664,7.3347,11.6581,14.7662,41.7054,25.2574,25.2619,27.8875,9.3938,4.7697,11.1476,11.8343
HTRA3,0,0.0404,0,0,0,0.523,0.06,0.07,0,0,0,0
AX746755,0.2012,0.0398,0,0.1398,0,0.1843,0,0.069,0.3116,0.1214,0,0
ACOX3,5.5508,5.2111,5.0347,4.2188,0.6493,2.7408,2.6956,1.9684,5.6815,5.1772,5.9742,5.0755
TRMT44,1.499,1.2804,0.8718,2.0356,1.1041,1.9661,1.9365,1.7746,1.7212,2.2491,1.555,2.0252
GPR78,0,0,0,0,0,0.0358,0.0344,0,0,0,0,0
CPZ,0,0,0,0,0,0,0,0,0,0,0,0
HMX1,0,0,0,0,0,0,0,0,0,0,0,0
LOC650293,0,0,0.1414,0,0,0,0,0,0,0,0,0
USP17L10,0,0,0,0,0,0,0,0,0,0,0,0
USP17L11,0,0,0.1156,0.0453,0,0.1594,0,0.2684,0,0.2626,0,0.0724
USP17L12,0,0,0,0,0,0,0,0,0,0,0,0
USP17L13,0,0,0,0,0,0,0,0,0,0,0,0
USP17L15,0,0,0,9.2663E-20,0,1.0299E-19,0,2.0726E-18,0,1.0522E-17,0,5.4003E-19
USP17L17,0,0,0,0,0,0,0,0,0,0,0,0
USP17L19,0,0,0,0,0,0,0,0,0,0,0,0
USP17L20,0.0435,0,0,0,0,0,0,0,0,0,0.0431,0
USP17L27,0,0,0,0,0,0,0,0,0,0,0,0
USP17L24,0,0,0,0,0,0,0,0,0,0,0,0
USP17L28,0,0,0,0,0,0,0,0,0,0,0,0
USP17L30,0,0,0,0,0,0,0,0,0,0,0,0
USP17L5,0,0,0,0,0,0,0,0,0,0,0,0
USP17L9P,0.087,0,0,0.0453,0.3579,0,0,0,0,0,0,0
USP17L6P,0,0,0,0,0,0,0,0.1191,0.0673,0.0699,0.066,0
DEFB131,0,0,0,0,0,0,0,0,0,0,0,0
MI0006422,0,0,0,0,0,0,0,0,0,0,0,0
AB059369,0,0,0,0,0,0,0,0,0,0,0,0
DQ584669_3,0,0,0,0,0,0,0,0,0,0,0,0
DRD5,0.0875,0,0,0,0.08,0.1069,0.0514,0,0.0339,0,0,0
SLC2A9,8.6196,7.9316,6.3869,7.4685,2.038,6.3542,7.9528,8.2757,9.3955,10.4,6.761,5.7789
WDR1,80.0312,99.2458,95.8624,66.6741,62.0178,64.1452,64.5042,58.9372,66.2644,78.8214,70.9447,53.4666
MI0014161,0,0,0,0,0,0,0,0,0,0,0,0
5S_rRNA_29,0,0,0,0,0,0,0,0,0,0,0,0
DQ589421,0,0,0,0,0,0,0,0,0,0,0,0
DQ583133,0,0,0,0,0,0,0,0,0,0,0,0
DQ581767,0,0,0,0,0,0,0,0,0,0,0,0
DQ584082,0,0,0,0,0,0,0,0,0,0,0,0
